pandaid,computingsite,cpuconsumptiontime,corecount,noutputdatafiles,outputfilebytes,files_info
370,USDF,3084,8,2,2442033789,"{""lsst_Coadd_370_0000.fits"":96536352,""lsst_Coadd_370_0001.fits"":96966325,""lsst_Coadd_370_0002.fits"":95316212,""lsst_Coadd_370_0003.fits"":92064861,""lsst_Coadd_370_0004.fits"":103645204,""lsst_Coadd_370_0005.fits"":123692432,""lsst_Coadd_370_0006.fits"":93734644,""lsst_Coadd_370_0007.fits"":79116955,""lsst_Coadd_370_0008.fits"":93652748,""lsst_Coadd_370_0009.fits"":171692212,""lsst_Coadd_370_0010.fits"":100588924,""lsst_Coadd_370_0011.fits"":60536991,""lsst_Coadd_370_0012.fits"":78893843,""lsst_Coadd_370_0013.fits"":82303248,""lsst_Coadd_370_0014.fits"":93051890,""lsst_Coadd_370_0015.fits"":105847251,""lsst_Coadd_370_0016.fits"":108756871,""lsst_Coadd_370_0017.fits"":109163527,""lsst_Coadd_370_0018.fits"":101630455,""lsst_Coadd_370_0019.fits"":113791116,""lsst_Coadd_370_0020.fits"":110302695,""lsst_Coadd_370_0021.fits"":78745152,""lsst_Coadd_370_0022.fits"":91762535,""lsst_Coadd_370_0023.fits"":111583564,""lsst_Coadd_370_0024.fits"":55807295,""lsst_Coadd_370_0025.fits"":82312853,""lsst_Coadd_370_0026.fits"":129832851,""lsst_Coadd_370_0027.fits"":99916642,""lsst_Coadd_370_0028.fits"":91996278,""lsst_Coadd_370_0029.fits"":100689889,""lsst_Coadd_370_0030.fits"":128536525,""lsst_Coadd_370_0031.fits"":148575952,""lsst_Coadd_370_0032.fits"":107614986,""lsst_Coadd_370_0033.fits"":93556005,""lsst_Coadd_370_0034.fits"":101070476,""lsst_Coadd_370_0035.fits"":108541996,""lsst_Coadd_370_0036.fits"":80872671,""lsst_Coadd_370_0037.fits"":74782629,""lsst_Coadd_370_0038.fits"":100388957,""lsst_Coadd_370_0039.fits"":142880075,""lsst_Coadd_370_0040.fits"":95195364,""lsst_Coadd_370_0041.fits"":169329752,""lsst_Coadd_370_0042.fits"":110116873,""lsst_Coadd_370_0043.fits"":111947625,""lsst_Coadd_370_0044.fits"":92361042,""lsst_Coadd_370_0045.fits"":76777380,""lsst_Coadd_370_0046.fits"":100895948,""lsst_Coadd_370_0047.fits"":86691507}"
371,USDF,4798,8,1,1959013681,"{""lsst_Coadd_371_0000.fits"":83166379,""lsst_Coadd_371_0001.fits"":128137166,""lsst_Coadd_371_0002.fits"":75042069,""lsst_Coadd_371_0003.fits"":86025020,""lsst_Coadd_371_0004.fits"":116852235,""lsst_Coadd_371_0005.fits"":94382621,""lsst_Coadd_371_0006.fits"":123692438,""lsst_Coadd_371_0007.fits"":77692733,""lsst_Coadd_371_0008.fits"":128682694,""lsst_Coadd_371_0009.fits"":130552064,""lsst_Coadd_371_0010.fits"":124970039,""lsst_Coadd_371_0011.fits"":69331404,""lsst_Coadd_371_0012.fits"":130323664,""lsst_Coadd_371_0013.fits"":95769112,""lsst_Coadd_371_0014.fits"":120537588,""lsst_Coadd_371_0015.fits"":120611348,""lsst_Coadd_371_0016.fits"":134058483,""lsst_Coadd_371_0017.fits"":81724906,""lsst_Coadd_371_0018.fits"":76702082,""lsst_Coadd_371_0019.fits"":109205518,""lsst_Coadd_371_0020.fits"":83973453,""lsst_Coadd_371_0021.fits"":77928600,""lsst_Coadd_371_0022.fits"":105126442,""lsst_Coadd_371_0023.fits"":84525253,""lsst_Coadd_371_0024.fits"":66161810,""lsst_Coadd_371_0025.fits"":149727881,""lsst_Coadd_371_0026.fits"":105655835,""lsst_Coadd_371_0027.fits"":109654212,""lsst_Coadd_371_0028.fits"":76435641,""lsst_Coadd_371_0029.fits"":101701956,""lsst_Coadd_371_0030.fits"":74589745,""lsst_Coadd_371_0031.fits"":73281923,""lsst_Coadd_371_0032.fits"":91164535,""lsst_Coadd_371_0033.fits"":108574484,""lsst_Coadd_371_0034.fits"":111426969,""lsst_Coadd_371_0035.fits"":103926512,""lsst_Coadd_371_0036.fits"":106800785,""lsst_Coadd_371_0037.fits"":62566935,""lsst_Coadd_371_0038.fits"":117344829}"
372,USDF,467,4,3,191322366,"{""lsst_SingleFrame_Cal_372_0000.fits"":82965427,""lsst_SingleFrame_Cal_372_0001.fits"":90963997}"
373,USDF,3039,8,3,731777347,"{""lsst_Coadd_373_0000.fits"":87429871,""lsst_Coadd_373_0001.fits"":74538518,""lsst_Coadd_373_0002.fits"":97771490,""lsst_Coadd_373_0003.fits"":94012961,""lsst_Coadd_373_0004.fits"":68752112,""lsst_Coadd_373_0005.fits"":117753991,""lsst_Coadd_373_0006.fits"":89846691,""lsst_Coadd_373_0007.fits"":111838718,""lsst_Coadd_373_0008.fits"":94657827,""lsst_Coadd_373_0009.fits"":88510096,""lsst_Coadd_373_0010.fits"":130343079,""lsst_Coadd_373_0011.fits"":104526027,""lsst_Coadd_373_0012.fits"":101696948,""lsst_Coadd_373_0013.fits"":102898193,""lsst_Coadd_373_0014.fits"":98978172}"
374,FrDF,601,4,3,183250152,"{""lsst_SingleFrame_Cal_374_0000.fits"":73512550,""lsst_SingleFrame_Cal_374_0001.fits"":93078498}"
375,Base,112,1,1,69599325,"{""lsst_Prompt_ISR_375_0000.fits"":77332584}"
376,USDF,445,4,3,116031612,"{""lsst_SingleFrame_Cal_376_0000.fits"":105483284}"
377,USDF,77,1,1,76598218,"{""lsst_Prompt_ISR_377_0000.fits"":85109132}"
378,USDF,832,4,1,58892267,"{""lsst_DiffImaging_378_0000.fits"":94189912,""lsst_DiffImaging_378_0001.fits"":102117647}"
379,Base,109,1,1,60452846,"{""lsst_Prompt_ISR_379_0000.fits"":67169829}"
380,Base,82,1,2,75517405,"{""lsst_Prompt_ISR_380_0000.fits"":83908228}"
381,USDF,336,4,1,275551002,"{""lsst_SingleFrame_Cal_381_0000.fits"":97441490,""lsst_SingleFrame_Cal_381_0001.fits"":153059421}"
382,Base,111,1,1,59173129,"{""lsst_Prompt_ISR_382_0000.fits"":65747922}"
383,Base,66,1,1,68322076,"{""lsst_Prompt_ISR_383_0000.fits"":75913418}"
384,USDF,375,4,2,301109461,"{""lsst_SingleFrame_Cal_384_0000.fits"":92973209,""lsst_SingleFrame_Cal_384_0001.fits"":74737324,""lsst_SingleFrame_Cal_384_0002.fits"":106025341}"
385,Base,76,1,1,75762270,"{""lsst_Prompt_ISR_385_0000.fits"":84180301}"
386,FrDF,2987,8,1,2022868654,"{""lsst_Coadd_386_0000.fits"":87108383,""lsst_Coadd_386_0001.fits"":77002158,""lsst_Coadd_386_0002.fits"":104785599,""lsst_Coadd_386_0003.fits"":111515197,""lsst_Coadd_386_0004.fits"":96264098,""lsst_Coadd_386_0005.fits"":99823971,""lsst_Coadd_386_0006.fits"":84387617,""lsst_Coadd_386_0007.fits"":100118491,""lsst_Coadd_386_0008.fits"":84669458,""lsst_Coadd_386_0009.fits"":83170726,""lsst_Coadd_386_0010.fits"":140177036,""lsst_Coadd_386_0011.fits"":109418091,""lsst_Coadd_386_0012.fits"":115613949,""lsst_Coadd_386_0013.fits"":95933120,""lsst_Coadd_386_0014.fits"":95406784,""lsst_Coadd_386_0015.fits"":98206476,""lsst_Coadd_386_0016.fits"":79587415,""lsst_Coadd_386_0017.fits"":66465683,""lsst_Coadd_386_0018.fits"":112400538,""lsst_Coadd_386_0019.fits"":87216280,""lsst_Coadd_386_0020.fits"":104949739,""lsst_Coadd_386_0021.fits"":97683323,""lsst_Coadd_386_0022.fits"":116698749,""lsst_Coadd_386_0023.fits"":90063948,""lsst_Coadd_386_0024.fits"":82296431,""lsst_Coadd_386_0025.fits"":113215095,""lsst_Coadd_386_0026.fits"":94131833,""lsst_Coadd_386_0027.fits"":88804711,""lsst_Coadd_386_0028.fits"":113791094,""lsst_Coadd_386_0029.fits"":82033863,""lsst_Coadd_386_0030.fits"":107049181,""lsst_Coadd_386_0031.fits"":98419114,""lsst_Coadd_386_0032.fits"":96949765,""lsst_Coadd_386_0033.fits"":117568963,""lsst_Coadd_386_0034.fits"":91657284,""lsst_Coadd_386_0035.fits"":96795626,""lsst_Coadd_386_0036.fits"":84498234,""lsst_Coadd_386_0037.fits"":131766881,""lsst_Coadd_386_0038.fits"":97541763,""lsst_Coadd_386_0039.fits"":124656706,""lsst_Coadd_386_0040.fits"":85893936}"
387,Base,77,1,1,71382668,"{""lsst_Prompt_ISR_387_0000.fits"":79314076}"
388,USDF,503,4,1,132676345,"{""lsst_DiffImaging_388_0000.fits"":101719855,""lsst_DiffImaging_388_0001.fits"":123692813,""lsst_DiffImaging_388_0002.fits"":139895888,""lsst_DiffImaging_388_0003.fits"":76945928}"
389,USDF,394,4,2,160740807,"{""lsst_SingleFrame_Cal_389_0000.fits"":146128007}"
390,UKDF,780,8,2,177273666,"{""lsst_ForcedPhotom_390_0000.fits"":60426719,""lsst_ForcedPhotom_390_0001.fits"":38183288,""lsst_ForcedPhotom_390_0002.fits"":74138174,""lsst_ForcedPhotom_390_0003.fits"":54684198,""lsst_ForcedPhotom_390_0004.fits"":46246851,""lsst_ForcedPhotom_390_0005.fits"":33672608,""lsst_ForcedPhotom_390_0006.fits"":49575869,""lsst_ForcedPhotom_390_0007.fits"":50199322,""lsst_ForcedPhotom_390_0008.fits"":48794968,""lsst_ForcedPhotom_390_0009.fits"":43151411,""lsst_ForcedPhotom_390_0010.fits"":38181749,""lsst_ForcedPhotom_390_0011.fits"":37819646,""lsst_ForcedPhotom_390_0012.fits"":59562316,""lsst_ForcedPhotom_390_0013.fits"":69900089,""lsst_ForcedPhotom_390_0014.fits"":31112234,""lsst_ForcedPhotom_390_0015.fits"":36965564,""lsst_ForcedPhotom_390_0016.fits"":59632360,""lsst_ForcedPhotom_390_0017.fits"":54120964}"
391,USDF,738,8,3,133971447,"{""lsst_ForcedPhotom_391_0000.fits"":40272857,""lsst_ForcedPhotom_391_0001.fits"":42389773,""lsst_ForcedPhotom_391_0002.fits"":42331311,""lsst_ForcedPhotom_391_0003.fits"":48243034,""lsst_ForcedPhotom_391_0004.fits"":36690585,""lsst_ForcedPhotom_391_0005.fits"":55999309,""lsst_ForcedPhotom_391_0006.fits"":54072943,""lsst_ForcedPhotom_391_0007.fits"":44681086,""lsst_ForcedPhotom_391_0008.fits"":65590376,""lsst_ForcedPhotom_391_0009.fits"":54154387,""lsst_ForcedPhotom_391_0010.fits"":61834009,""lsst_ForcedPhotom_391_0011.fits"":43759064,""lsst_ForcedPhotom_391_0012.fits"":33354998,""lsst_ForcedPhotom_391_0013.fits"":46483504}"
392,USDF,447,4,3,138735690,"{""lsst_SingleFrame_Cal_392_0000.fits"":126123355}"
393,Base,116,1,2,76937945,"{""lsst_Prompt_ISR_393_0000.fits"":85486606}"
394,USDF,93,1,1,82323775,"{""lsst_Prompt_ISR_394_0000.fits"":91470862}"
395,Base,91,1,1,68267324,"{""lsst_Prompt_ISR_395_0000.fits"":75852583}"
396,USDF,650,4,1,115634445,"{""lsst_DiffImaging_396_0000.fits"":92301695,""lsst_DiffImaging_396_0001.fits"":84403832,""lsst_DiffImaging_396_0002.fits"":109399049,""lsst_DiffImaging_396_0003.fits"":99343577}"
397,USDF,405,4,1,189869488,"{""lsst_SingleFrame_Cal_397_0000.fits"":80780855,""lsst_SingleFrame_Cal_397_0001.fits"":91827771}"
398,Base,90,1,2,75197142,"{""lsst_Prompt_ISR_398_0000.fits"":83552380}"
399,USDF,1001,8,3,93021389,"{""lsst_ForcedPhotom_399_0000.fits"":35063566,""lsst_ForcedPhotom_399_0001.fits"":49111105,""lsst_ForcedPhotom_399_0002.fits"":55003104,""lsst_ForcedPhotom_399_0003.fits"":40983807,""lsst_ForcedPhotom_399_0004.fits"":40476024,""lsst_ForcedPhotom_399_0005.fits"":56114000,""lsst_ForcedPhotom_399_0006.fits"":55723706,""lsst_ForcedPhotom_399_0007.fits"":31899084,""lsst_ForcedPhotom_399_0008.fits"":53064038,""lsst_ForcedPhotom_399_0009.fits"":47668513}"
400,USDF,3834,8,2,1521914584,"{""lsst_Coadd_400_0000.fits"":105378476,""lsst_Coadd_400_0001.fits"":116083247,""lsst_Coadd_400_0002.fits"":108694396,""lsst_Coadd_400_0003.fits"":109697506,""lsst_Coadd_400_0004.fits"":107301108,""lsst_Coadd_400_0005.fits"":65756895,""lsst_Coadd_400_0006.fits"":111209670,""lsst_Coadd_400_0007.fits"":80397759,""lsst_Coadd_400_0008.fits"":94993590,""lsst_Coadd_400_0009.fits"":102670060,""lsst_Coadd_400_0010.fits"":86614307,""lsst_Coadd_400_0011.fits"":96136540,""lsst_Coadd_400_0012.fits"":108940893,""lsst_Coadd_400_0013.fits"":80031218,""lsst_Coadd_400_0014.fits"":106061008,""lsst_Coadd_400_0015.fits"":113401112,""lsst_Coadd_400_0016.fits"":102690222,""lsst_Coadd_400_0017.fits"":116371619,""lsst_Coadd_400_0018.fits"":82697091,""lsst_Coadd_400_0019.fits"":99223111,""lsst_Coadd_400_0020.fits"":98102096,""lsst_Coadd_400_0021.fits"":117703582,""lsst_Coadd_400_0022.fits"":137526621,""lsst_Coadd_400_0023.fits"":100733450,""lsst_Coadd_400_0024.fits"":98699222,""lsst_Coadd_400_0025.fits"":98012848,""lsst_Coadd_400_0026.fits"":99449514,""lsst_Coadd_400_0027.fits"":114353914,""lsst_Coadd_400_0028.fits"":117737075,""lsst_Coadd_400_0029.fits"":67161018}"
401,USDF,1102,8,2,141277306,"{""lsst_ForcedPhotom_401_0000.fits"":47281388,""lsst_ForcedPhotom_401_0001.fits"":52872688,""lsst_ForcedPhotom_401_0002.fits"":43512836,""lsst_ForcedPhotom_401_0003.fits"":45511623,""lsst_ForcedPhotom_401_0004.fits"":38608491,""lsst_ForcedPhotom_401_0005.fits"":37405936,""lsst_ForcedPhotom_401_0006.fits"":77345499,""lsst_ForcedPhotom_401_0007.fits"":44501600,""lsst_ForcedPhotom_401_0008.fits"":65808345,""lsst_ForcedPhotom_401_0009.fits"":51108954,""lsst_ForcedPhotom_401_0010.fits"":68006259,""lsst_ForcedPhotom_401_0011.fits"":45197750,""lsst_ForcedPhotom_401_0012.fits"":35587075,""lsst_ForcedPhotom_401_0013.fits"":53638090}"
402,UKDF,2413,8,4,1625699708,"{""lsst_Coadd_402_0000.fits"":124141517,""lsst_Coadd_402_0001.fits"":99920639,""lsst_Coadd_402_0002.fits"":131885877,""lsst_Coadd_402_0003.fits"":94056931,""lsst_Coadd_402_0004.fits"":78775252,""lsst_Coadd_402_0005.fits"":92741922,""lsst_Coadd_402_0006.fits"":95838876,""lsst_Coadd_402_0007.fits"":78590852,""lsst_Coadd_402_0008.fits"":67927044,""lsst_Coadd_402_0009.fits"":83997471,""lsst_Coadd_402_0010.fits"":77261024,""lsst_Coadd_402_0011.fits"":105144267,""lsst_Coadd_402_0012.fits"":81982078,""lsst_Coadd_402_0013.fits"":97252887,""lsst_Coadd_402_0014.fits"":80947668,""lsst_Coadd_402_0015.fits"":100979689,""lsst_Coadd_402_0016.fits"":111033955,""lsst_Coadd_402_0017.fits"":117499391,""lsst_Coadd_402_0018.fits"":112185408,""lsst_Coadd_402_0019.fits"":109495445,""lsst_Coadd_402_0020.fits"":75507873,""lsst_Coadd_402_0021.fits"":98179477,""lsst_Coadd_402_0022.fits"":103860670,""lsst_Coadd_402_0023.fits"":87255202,""lsst_Coadd_402_0024.fits"":108820133,""lsst_Coadd_402_0025.fits"":77435629,""lsst_Coadd_402_0026.fits"":118871238,""lsst_Coadd_402_0027.fits"":96334348,""lsst_Coadd_402_0028.fits"":98020406,""lsst_Coadd_402_0029.fits"":86753037,""lsst_Coadd_402_0030.fits"":80902243,""lsst_Coadd_402_0031.fits"":96937450,""lsst_Coadd_402_0032.fits"":94118365,""lsst_Coadd_402_0033.fits"":86745152}"
403,USDF,476,4,3,262728680,"{""lsst_SingleFrame_Cal_403_0000.fits"":126880545,""lsst_SingleFrame_Cal_403_0001.fits"":111963710}"
404,USDF,579,4,3,136273493,"{""lsst_SingleFrame_Cal_404_0000.fits"":123884994}"
405,USDF,763,8,3,127349816,"{""lsst_ForcedPhotom_405_0000.fits"":40735938,""lsst_ForcedPhotom_405_0001.fits"":40637018,""lsst_ForcedPhotom_405_0002.fits"":50117236,""lsst_ForcedPhotom_405_0003.fits"":44668568,""lsst_ForcedPhotom_405_0004.fits"":42713830,""lsst_ForcedPhotom_405_0005.fits"":81298007,""lsst_ForcedPhotom_405_0006.fits"":51127043,""lsst_ForcedPhotom_405_0007.fits"":50737107,""lsst_ForcedPhotom_405_0008.fits"":44477822,""lsst_ForcedPhotom_405_0009.fits"":47932868,""lsst_ForcedPhotom_405_0010.fits"":35099368,""lsst_ForcedPhotom_405_0011.fits"":46956332,""lsst_ForcedPhotom_405_0012.fits"":60247944}"
406,UKDF,395,4,3,188172130,"{""lsst_SingleFrame_Cal_406_0000.fits"":83413468,""lsst_SingleFrame_Cal_406_0001.fits"":87652105}"
407,USDF,3790,8,1,2072224836,"{""lsst_Coadd_407_0000.fits"":131256954,""lsst_Coadd_407_0001.fits"":87822548,""lsst_Coadd_407_0002.fits"":150030878,""lsst_Coadd_407_0003.fits"":82159384,""lsst_Coadd_407_0004.fits"":103348758,""lsst_Coadd_407_0005.fits"":75751864,""lsst_Coadd_407_0006.fits"":98541084,""lsst_Coadd_407_0007.fits"":89247022,""lsst_Coadd_407_0008.fits"":118306581,""lsst_Coadd_407_0009.fits"":144583240,""lsst_Coadd_407_0010.fits"":81900126,""lsst_Coadd_407_0011.fits"":113610872,""lsst_Coadd_407_0012.fits"":89647166,""lsst_Coadd_407_0013.fits"":67336757,""lsst_Coadd_407_0014.fits"":103016437,""lsst_Coadd_407_0015.fits"":118930449,""lsst_Coadd_407_0016.fits"":99713276,""lsst_Coadd_407_0017.fits"":98711568,""lsst_Coadd_407_0018.fits"":91659201,""lsst_Coadd_407_0019.fits"":111025919,""lsst_Coadd_407_0020.fits"":81214730,""lsst_Coadd_407_0021.fits"":103704046,""lsst_Coadd_407_0022.fits"":88349647,""lsst_Coadd_407_0023.fits"":125917969,""lsst_Coadd_407_0024.fits"":73460208,""lsst_Coadd_407_0025.fits"":99526032,""lsst_Coadd_407_0026.fits"":60786416,""lsst_Coadd_407_0027.fits"":89349860,""lsst_Coadd_407_0028.fits"":67348935,""lsst_Coadd_407_0029.fits"":89961381,""lsst_Coadd_407_0030.fits"":107865267,""lsst_Coadd_407_0031.fits"":70548502,""lsst_Coadd_407_0032.fits"":120061002,""lsst_Coadd_407_0033.fits"":88573803,""lsst_Coadd_407_0034.fits"":147218055,""lsst_Coadd_407_0035.fits"":104630374,""lsst_Coadd_407_0036.fits"":91977187,""lsst_Coadd_407_0037.fits"":111328467,""lsst_Coadd_407_0038.fits"":103827128,""lsst_Coadd_407_0039.fits"":90919438,""lsst_Coadd_407_0040.fits"":83043205,""lsst_Coadd_407_0041.fits"":88237936}"
408,USDF,308,4,2,90051717,"{""lsst_SingleFrame_Cal_408_0000.fits"":81865198}"
409,USDF,2364,8,1,999461383,"{""lsst_Coadd_409_0000.fits"":121302954,""lsst_Coadd_409_0001.fits"":90981381,""lsst_Coadd_409_0002.fits"":106411263,""lsst_Coadd_409_0003.fits"":106338627,""lsst_Coadd_409_0004.fits"":111197707,""lsst_Coadd_409_0005.fits"":95219774,""lsst_Coadd_409_0006.fits"":88430898,""lsst_Coadd_409_0007.fits"":85511694,""lsst_Coadd_409_0008.fits"":84228033,""lsst_Coadd_409_0009.fits"":136488357,""lsst_Coadd_409_0010.fits"":86440834,""lsst_Coadd_409_0011.fits"":91155028,""lsst_Coadd_409_0012.fits"":98761558,""lsst_Coadd_409_0013.fits"":88328644,""lsst_Coadd_409_0014.fits"":121233593,""lsst_Coadd_409_0015.fits"":116686145,""lsst_Coadd_409_0016.fits"":94517068,""lsst_Coadd_409_0017.fits"":90970668,""lsst_Coadd_409_0018.fits"":79929600,""lsst_Coadd_409_0019.fits"":104788941}"
410,Base,75,1,2,78599891,"{""lsst_Prompt_ISR_410_0000.fits"":87333213}"
411,FrDF,701,8,1,108276098,"{""lsst_ForcedPhotom_411_0000.fits"":68849850,""lsst_ForcedPhotom_411_0001.fits"":53659563,""lsst_ForcedPhotom_411_0002.fits"":51132781,""lsst_ForcedPhotom_411_0003.fits"":45339014,""lsst_ForcedPhotom_411_0004.fits"":77007909,""lsst_ForcedPhotom_411_0005.fits"":47424699,""lsst_ForcedPhotom_411_0006.fits"":40076421,""lsst_ForcedPhotom_411_0007.fits"":54993230,""lsst_ForcedPhotom_411_0008.fits"":49191764,""lsst_ForcedPhotom_411_0009.fits"":53705260}"
412,USDF,4925,8,3,2022038475,"{""lsst_Coadd_412_0000.fits"":66326996,""lsst_Coadd_412_0001.fits"":153348707,""lsst_Coadd_412_0002.fits"":106241983,""lsst_Coadd_412_0003.fits"":109526841,""lsst_Coadd_412_0004.fits"":70325141,""lsst_Coadd_412_0005.fits"":86928015,""lsst_Coadd_412_0006.fits"":94427149,""lsst_Coadd_412_0007.fits"":88927078,""lsst_Coadd_412_0008.fits"":107369423,""lsst_Coadd_412_0009.fits"":104646664,""lsst_Coadd_412_0010.fits"":89760126,""lsst_Coadd_412_0011.fits"":85490235,""lsst_Coadd_412_0012.fits"":115750520,""lsst_Coadd_412_0013.fits"":89303483,""lsst_Coadd_412_0014.fits"":82256059,""lsst_Coadd_412_0015.fits"":76838794,""lsst_Coadd_412_0016.fits"":91483036,""lsst_Coadd_412_0017.fits"":123010069,""lsst_Coadd_412_0018.fits"":117409444,""lsst_Coadd_412_0019.fits"":120088389,""lsst_Coadd_412_0020.fits"":94300479,""lsst_Coadd_412_0021.fits"":84888492,""lsst_Coadd_412_0022.fits"":87083454,""lsst_Coadd_412_0023.fits"":91783232,""lsst_Coadd_412_0024.fits"":66203925,""lsst_Coadd_412_0025.fits"":73403603,""lsst_Coadd_412_0026.fits"":72654929,""lsst_Coadd_412_0027.fits"":87823348,""lsst_Coadd_412_0028.fits"":100999489,""lsst_Coadd_412_0029.fits"":75126749,""lsst_Coadd_412_0030.fits"":84697186,""lsst_Coadd_412_0031.fits"":109781991,""lsst_Coadd_412_0032.fits"":120100374,""lsst_Coadd_412_0033.fits"":109389351,""lsst_Coadd_412_0034.fits"":92490783,""lsst_Coadd_412_0035.fits"":76292028,""lsst_Coadd_412_0036.fits"":114909305,""lsst_Coadd_412_0037.fits"":91156425,""lsst_Coadd_412_0038.fits"":91674287,""lsst_Coadd_412_0039.fits"":82988982,""lsst_Coadd_412_0040.fits"":65530003,""lsst_Coadd_412_0041.fits"":87143680,""lsst_Coadd_412_0042.fits"":104196703}"
413,USDF,585,4,2,119727861,"{""lsst_DiffImaging_413_0000.fits"":95238121,""lsst_DiffImaging_413_0001.fits"":130258797,""lsst_DiffImaging_413_0002.fits"":62660434,""lsst_DiffImaging_413_0003.fits"":110935521}"
414,USDF,4083,8,3,1836066103,"{""lsst_Coadd_414_0000.fits"":85477797,""lsst_Coadd_414_0001.fits"":108403276,""lsst_Coadd_414_0002.fits"":90681736,""lsst_Coadd_414_0003.fits"":92230772,""lsst_Coadd_414_0004.fits"":99533454,""lsst_Coadd_414_0005.fits"":70770531,""lsst_Coadd_414_0006.fits"":92569007,""lsst_Coadd_414_0007.fits"":99813946,""lsst_Coadd_414_0008.fits"":93704124,""lsst_Coadd_414_0009.fits"":88616385,""lsst_Coadd_414_0010.fits"":105450872,""lsst_Coadd_414_0011.fits"":83103543,""lsst_Coadd_414_0012.fits"":125024214,""lsst_Coadd_414_0013.fits"":88821693,""lsst_Coadd_414_0014.fits"":105713345,""lsst_Coadd_414_0015.fits"":116794168,""lsst_Coadd_414_0016.fits"":66335118,""lsst_Coadd_414_0017.fits"":86764854,""lsst_Coadd_414_0018.fits"":91900714,""lsst_Coadd_414_0019.fits"":85285265,""lsst_Coadd_414_0020.fits"":127692993,""lsst_Coadd_414_0021.fits"":122228620,""lsst_Coadd_414_0022.fits"":81696074,""lsst_Coadd_414_0023.fits"":79650406,""lsst_Coadd_414_0024.fits"":101519101,""lsst_Coadd_414_0025.fits"":82420409,""lsst_Coadd_414_0026.fits"":62160764,""lsst_Coadd_414_0027.fits"":80150678,""lsst_Coadd_414_0028.fits"":95059027,""lsst_Coadd_414_0029.fits"":119869841,""lsst_Coadd_414_0030.fits"":118195290,""lsst_Coadd_414_0031.fits"":93406567,""lsst_Coadd_414_0032.fits"":95059297,""lsst_Coadd_414_0033.fits"":100023262,""lsst_Coadd_414_0034.fits"":86563089,""lsst_Coadd_414_0035.fits"":75951383,""lsst_Coadd_414_0036.fits"":75598402,""lsst_Coadd_414_0037.fits"":114110866,""lsst_Coadd_414_0038.fits"":83781323}"
415,FrDF,1049,8,2,204739128,"{""lsst_ForcedPhotom_415_0000.fits"":36858970,""lsst_ForcedPhotom_415_0001.fits"":62047333,""lsst_ForcedPhotom_415_0002.fits"":34660176,""lsst_ForcedPhotom_415_0003.fits"":49977621,""lsst_ForcedPhotom_415_0004.fits"":37031180,""lsst_ForcedPhotom_415_0005.fits"":40965069,""lsst_ForcedPhotom_415_0006.fits"":50318870,""lsst_ForcedPhotom_415_0007.fits"":89951360,""lsst_ForcedPhotom_415_0008.fits"":31981149,""lsst_ForcedPhotom_415_0009.fits"":66245856,""lsst_ForcedPhotom_415_0010.fits"":41126716,""lsst_ForcedPhotom_415_0011.fits"":46913916,""lsst_ForcedPhotom_415_0012.fits"":51076423,""lsst_ForcedPhotom_415_0013.fits"":54666508,""lsst_ForcedPhotom_415_0014.fits"":44821633,""lsst_ForcedPhotom_415_0015.fits"":62603856,""lsst_ForcedPhotom_415_0016.fits"":56112413,""lsst_ForcedPhotom_415_0017.fits"":61496927,""lsst_ForcedPhotom_415_0018.fits"":33104320,""lsst_ForcedPhotom_415_0019.fits"":71735347}"
416,Base,77,1,1,63773065,"{""lsst_Prompt_ISR_416_0000.fits"":70858962}"
417,USDF,62,1,2,69932394,"{""lsst_Prompt_ISR_417_0000.fits"":77702660}"
418,USDF,424,4,1,247895294,"{""lsst_SingleFrame_Cal_418_0000.fits"":109310839,""lsst_SingleFrame_Cal_418_0001.fits"":116048520}"
419,FrDF,948,4,2,101277716,"{""lsst_DiffImaging_419_0000.fits"":102090646,""lsst_DiffImaging_419_0001.fits"":133966605,""lsst_DiffImaging_419_0002.fits"":101535137}"
420,USDF,79,1,1,69908737,"{""lsst_Prompt_ISR_420_0000.fits"":77676375}"
421,Base,66,1,2,64176489,"{""lsst_Prompt_ISR_421_0000.fits"":71307210}"
422,Base,315,4,2,342749702,"{""lsst_SingleFrame_Cal_422_0000.fits"":97319871,""lsst_SingleFrame_Cal_422_0001.fits"":107176850,""lsst_SingleFrame_Cal_422_0002.fits"":107093918}"
